p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/HP_3000042,http://purl.obolibrary.org/obo/MP_0013872,Abnormal jugular vein morphology (HPO),abnormal jugular vein morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012518,http://purl.obolibrary.org/obo/MP_0014016,Abnormal circle of Willis morphology (HPO),abnormal circle of Willis morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005213,http://purl.obolibrary.org/obo/MP_0014108,Pancreatic calcification (HPO),calcified pancreas (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0007732,http://purl.obolibrary.org/obo/MP_0014151,Lacrimal gland hypoplasia (HPO),lacrimal gland hypoplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001272,http://purl.obolibrary.org/obo/MP_0014185,Cerebellar atrophy (HPO),cerebellum atrophy (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410240,http://purl.obolibrary.org/obo/MP_0020171,Abnormal IgA level (HPO),abnormal IgA level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410244,http://purl.obolibrary.org/obo/MP_0020172,Abnormal IgD level (HPO),abnormal IgD level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410241,http://purl.obolibrary.org/obo/MP_0020173,Abnormal IgE level (HPO),abnormal IgE level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410242,http://purl.obolibrary.org/obo/MP_0020174,Abnormal IgG level (HPO),abnormal IgG level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410243,http://purl.obolibrary.org/obo/MP_0020180,Abnormal IgM level (HPO),abnormal IgM level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003131,http://purl.obolibrary.org/obo/MP_0020400,Cystinuria (HPO),cystinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003268,http://purl.obolibrary.org/obo/MP_0020401,Argininuria (HPO),argininuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003532,http://purl.obolibrary.org/obo/MP_0020402,Ornithinuria (HPO),ornithinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003297,http://purl.obolibrary.org/obo/MP_0020403,Hyperlysinuria (HPO),lysinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003137,http://purl.obolibrary.org/obo/MP_0020404,Prolinuria (HPO),prolinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003296,http://purl.obolibrary.org/obo/MP_0020406,Hyperthreoninuria (HPO),hyperthreoninuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010452,http://purl.obolibrary.org/obo/MP_0020825,Ectopia of the spleen (HPO),ectopic spleen (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001902,http://purl.obolibrary.org/obo/MP_0030025,Giant platelets (HPO),giant platelets (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010537,http://purl.obolibrary.org/obo/MP_0030029,Wide cranial sutures (HPO),wide cranial sutures (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000348,http://purl.obolibrary.org/obo/MP_0030032,High forehead (HPO),high forehead (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005280,http://purl.obolibrary.org/obo/MP_0030034,Depressed nasal bridge (HPO),depressed nasal bridge (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000426,http://purl.obolibrary.org/obo/MP_0030037,Prominent nasal bridge (HPO),prominent nasal bridge (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002003,http://purl.obolibrary.org/obo/MP_0030042,Large forehead (HPO),large forehead (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000350,http://purl.obolibrary.org/obo/MP_0030043,Small forehead (HPO),small forehead (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0004425,http://purl.obolibrary.org/obo/MP_0030047,Flat forehead (HPO),flat forehead (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000340,http://purl.obolibrary.org/obo/MP_0030048,Sloping forehead (HPO),sloping forehead (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005336,http://purl.obolibrary.org/obo/MP_0030053,Forehead hyperpigmentation (HPO),increased forehead pigmentation (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000452,http://purl.obolibrary.org/obo/MP_0030062,Choanal stenosis (HPO),choanal stenosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000274,http://purl.obolibrary.org/obo/MP_0030064,Small face (HPO),small face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011219,http://purl.obolibrary.org/obo/MP_0030066,Short face (HPO),short face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000275,http://purl.obolibrary.org/obo/MP_0030067,Narrow face (HPO),narrow face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0100729,http://purl.obolibrary.org/obo/MP_0030068,Large face (HPO),large face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000283,http://purl.obolibrary.org/obo/MP_0030069,Broad face (HPO),broad face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000276,http://purl.obolibrary.org/obo/MP_0030070,Long face (HPO),long face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000311,http://purl.obolibrary.org/obo/MP_0030072,Round face (HPO),round face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000321,http://purl.obolibrary.org/obo/MP_0030073,Square face (HPO),square face (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000280,http://purl.obolibrary.org/obo/MP_0030074,Coarse facial features (HPO),coarse facial features (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0009754,http://purl.obolibrary.org/obo/MP_0030087,Fibrous syngnathia (HPO),fibrous syngnathia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000691,http://purl.obolibrary.org/obo/MP_0030088,Microdontia (HPO),microdontia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001572,http://purl.obolibrary.org/obo/MP_0030091,Macrodontia (HPO),macrodontia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000324,http://purl.obolibrary.org/obo/MP_0030099,Facial asymmetry (HPO),facial asymmetry (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000456,http://purl.obolibrary.org/obo/MP_0030116,Bifid nasal tip (HPO),bifid nasal tip (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011803,http://purl.obolibrary.org/obo/MP_0030117,Bifid nose (HPO),bifid nose (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0007209,http://purl.obolibrary.org/obo/MP_0030141,Facial paralysis (HPO),facial paralysis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000506,http://purl.obolibrary.org/obo/MP_0030166,Telecanthus (HPO),increased inner canthal distance (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000219,http://purl.obolibrary.org/obo/MP_0030168,Thin upper lip vermilion (HPO),thin upper lip (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0007886,http://purl.obolibrary.org/obo/MP_0030171,Absent extraocular muscles (HPO),absent extraocular muscles (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000322,http://purl.obolibrary.org/obo/MP_0030193,Short philtrum (HPO),short philtrum (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005104,http://purl.obolibrary.org/obo/MP_0030198,Hypoplastic nasal septum (HPO),nasal septum hypoplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005273,http://purl.obolibrary.org/obo/MP_0030201,Absent nasal septal cartilage (HPO),absent nasal septum cartilage (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000420,http://purl.obolibrary.org/obo/MP_0030203,Short nasal septum (HPO),short nasal septum (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0009936,http://purl.obolibrary.org/obo/MP_0030206,Narrow nasal septum (HPO),thin nasal septum (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0100774,http://purl.obolibrary.org/obo/MP_0030222,Hyperostosis (HPO),hyperostosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000331,http://purl.obolibrary.org/obo/MP_0030244,Short chin (HPO),short chin (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000243,http://purl.obolibrary.org/obo/MP_0030368,Trigonocephaly (HPO),trigonocephaly (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002689,http://purl.obolibrary.org/obo/MP_0030382,Absent paranasal sinuses (HPO),absent paranasal sinus (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0004491,http://purl.obolibrary.org/obo/MP_0030387,Large posterior fontanelle (HPO),large posterior fontanelle (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000239,http://purl.obolibrary.org/obo/MP_0030388,Large fontanelles (HPO),large fontanelles (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005486,http://purl.obolibrary.org/obo/MP_0030389,Small fontanelle (HPO),small fontanelles (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000270,http://purl.obolibrary.org/obo/MP_0030393,Delayed cranial suture closure (HPO),delayed fontanelle closure (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0006336,http://purl.obolibrary.org/obo/MP_0030497,Short dental roots (HPO),short tooth root (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000692,http://purl.obolibrary.org/obo/MP_0030540,Misalignment of teeth (HPO),misaligned teeth (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011062,http://purl.obolibrary.org/obo/MP_0030541,Misalignment of incisors (HPO),misaligned incisors (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0100493,http://purl.obolibrary.org/obo/MP_0030565,Hypoammonemia (HPO),decreased circulating ammonia level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0009804,http://purl.obolibrary.org/obo/MP_0030608,Reduced number of teeth (HPO),decreased tooth number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0006483,http://purl.obolibrary.org/obo/MP_0030611,Abnormal number of teeth (HPO),abnormal tooth number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001992,http://purl.obolibrary.org/obo/MP_0030612,Organic aciduria (HPO),organic aciduria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003215,http://purl.obolibrary.org/obo/MP_0030613,Dicarboxylic aciduria (HPO),dicarboxylic aciduria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012120,http://purl.obolibrary.org/obo/MP_0030614,Methylmalonic aciduria (HPO),methylmalonic aciduria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003219,http://purl.obolibrary.org/obo/MP_0030615,Ethylmalonic aciduria (HPO),ethylmalonic aciduria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003108,http://purl.obolibrary.org/obo/MP_0030616,Hyperglycinuria (HPO),hyperglycinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0025376,http://purl.obolibrary.org/obo/MP_0030617,Hyperglutaminuria (HPO),hyperglutaminuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003361,http://purl.obolibrary.org/obo/MP_0030618,Tryptophanuria (HPO),tryptophanuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002912,http://purl.obolibrary.org/obo/MP_0030630,Methylmalonic acidemia (HPO),increased circulating methylmalonic acid level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003235,http://purl.obolibrary.org/obo/MP_0030644,Hypermethioninemia (HPO),increased circulating methionine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003658,http://purl.obolibrary.org/obo/MP_0030645,Hypomethioninemia (HPO),decreased circulating methionine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012026,http://purl.obolibrary.org/obo/MP_0030650,Hyperornithinemia (HPO),increased circulating ornithine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500163,http://purl.obolibrary.org/obo/MP_0030651,Hypoornithinemia (HPO),decreased circulating ornithine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002154,http://purl.obolibrary.org/obo/MP_0030655,Hyperglycinemia (HPO),increased circulating glycine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012277,http://purl.obolibrary.org/obo/MP_0030656,Hypoglycinemia (HPO),decreased circulating glycine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500153,http://purl.obolibrary.org/obo/MP_0030661,Hyperargininemia (HPO),increased circulating arginine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005961,http://purl.obolibrary.org/obo/MP_0030662,Hypoargininemia (HPO),decreased circulating arginine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0008358,http://purl.obolibrary.org/obo/MP_0030667,Hyperprolinemia (HPO),increased circulating proline level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500139,http://purl.obolibrary.org/obo/MP_0030668,Hypoprolinemia (HPO),decreased circulating proline level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0004923,http://purl.obolibrary.org/obo/MP_0030670,Hyperphenylalaninemia (HPO),increased circulating phenylalanine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500141,http://purl.obolibrary.org/obo/MP_0030671,Hypophenylalaninemia (HPO),decreased circulating phenylalanine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003348,http://purl.obolibrary.org/obo/MP_0030673,Hyperalaninemia (HPO),increased circulating alanine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500154,http://purl.obolibrary.org/obo/MP_0030674,Hypoalaninemia (HPO),decreased circulating alanine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003286,http://purl.obolibrary.org/obo/MP_0030687,Cystathioninemia (HPO),increased circulating cystathionine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003153,http://purl.obolibrary.org/obo/MP_0030689,Cystathioninuria (HPO),cystathioninuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500138,http://purl.obolibrary.org/obo/MP_0030694,Hyperserinemia (HPO),increased circulating serine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012279,http://purl.obolibrary.org/obo/MP_0030695,Hyposerinemia (HPO),decreased circulating serine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003354,http://purl.obolibrary.org/obo/MP_0030703,Hyperthreoninemia (HPO),increased circulating threonine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003217,http://purl.obolibrary.org/obo/MP_0030709,Hyperglutaminemia (HPO),increased circulating glutamine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500147,http://purl.obolibrary.org/obo/MP_0030710,Hypoglutaminemia (HPO),decreased circulating glutamine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010913,http://purl.obolibrary.org/obo/MP_0030715,Hyperisoleucinemia (HPO),increased circulating isoleucine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500144,http://purl.obolibrary.org/obo/MP_0030716,Hypoisoleucinemia (HPO),decreased circulating isoleucine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002161,http://purl.obolibrary.org/obo/MP_0030718,Hyperlysinemia (HPO),increased circulating lysine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500142,http://purl.obolibrary.org/obo/MP_0030719,Hypolysinemia (HPO),decreased circulating lysine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010910,http://purl.obolibrary.org/obo/MP_0030727,Hypervalinemia (HPO),increased circulating valine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010911,http://purl.obolibrary.org/obo/MP_0030750,Hyperleucinemia (HPO),increased circulating leucine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0500143,http://purl.obolibrary.org/obo/MP_0030751,Hypoleucinemia (HPO),decreased circulating leucine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011976,http://purl.obolibrary.org/obo/MP_0030766,Elevated urinary catecholamines (HPO),increased urine catecholamine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0045012,http://purl.obolibrary.org/obo/MP_0030767,Decreased urinary catecholamine concentration (HPO),decreased urine catecholamine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011979,http://purl.obolibrary.org/obo/MP_0030768,Elevated urinary dopamine (HPO),increased urine dopamine level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003639,http://purl.obolibrary.org/obo/MP_0030770,Elevated urinary epinephrine (HPO),increased urine adrenaline level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012406,http://purl.obolibrary.org/obo/MP_0030778,Hypercitraturia (HPO),increased urine citrate level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012405,http://purl.obolibrary.org/obo/MP_0030779,Hypocitraturia (HPO),decreased urine citrate level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0040301,http://purl.obolibrary.org/obo/MP_0030780,Increased urinary glycerol (HPO),increased urine glycerol level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002812,http://purl.obolibrary.org/obo/MP_0030790,Coxa vara (HPO),coxa vara (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0006429,http://purl.obolibrary.org/obo/MP_0030794,Broad femoral neck (HPO),broad femur neck (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001373,http://purl.obolibrary.org/obo/MP_0030795,Joint dislocation (HPO),joint dislocation (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002999,http://purl.obolibrary.org/obo/MP_0030860,Patellar dislocation (HPO),patellar dislocation (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001376,http://purl.obolibrary.org/obo/MP_0030863,Limitation of joint mobility (HPO),decreased joint mobility (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003083,http://purl.obolibrary.org/obo/MP_0030883,Dislocated radial head (HPO),dislocated radius head (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005349,http://purl.obolibrary.org/obo/MP_0030892,Hypoplasia of the epiglottis (HPO),epiglottis hypoplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0008751,http://purl.obolibrary.org/obo/MP_0030899,Laryngeal cleft (HPO),laryngeal cleft (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000953,http://purl.obolibrary.org/obo/MP_0030926,Hyperpigmentation of the skin (HPO),increased skin pigmentation (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001946,http://purl.obolibrary.org/obo/MP_0030970,Ketosis (HPO),ketosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005959,http://purl.obolibrary.org/obo/MP_0030973,Impaired gluconeogenesis (HPO),impaired gluconeogenesis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_3000066,http://purl.obolibrary.org/obo/MP_3000005,Abnormal lacrimal sac morphology (HPO),abnormal lacrimal sac morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0009894,http://purl.obolibrary.org/obo/MP_0000019,Thickened ears (HPO),thick ears (MPO),logical
http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/MP_0000022,Abnormality of the pinna (HPO),abnormal ear shape (MPO),logical
http://purl.obolibrary.org/obo/HP_0000369,http://purl.obolibrary.org/obo/MP_0000024,Low-set ears (HPO),lowered ear position (MPO),logical
http://purl.obolibrary.org/obo/HP_0011390,http://purl.obolibrary.org/obo/MP_0000026,Morphological abnormality of the inner ear (HPO),abnormal inner ear morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0011376,http://purl.obolibrary.org/obo/MP_0000034,Morphological abnormality of the vestibule of the inner ear (HPO),abnormal inner ear vestibule morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0008609,http://purl.obolibrary.org/obo/MP_0000049,Morphological abnormality of the middle ear (HPO),abnormal middle ear morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0002696,http://purl.obolibrary.org/obo/MP_0000109,Abnormal parietal bone morphology (HPO),abnormal parietal bone morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0011323,http://purl.obolibrary.org/obo/MP_0000114,Cleft of chin (HPO),cleft chin (MPO),logical
http://purl.obolibrary.org/obo/HP_0002753,http://purl.obolibrary.org/obo/MP_0000135,Thin bony cortex (HPO),decreased compact bone thickness (MPO),logical
http://purl.obolibrary.org/obo/HP_0000782,http://purl.obolibrary.org/obo/MP_0000149,Abnormality of the scapula (HPO),abnormal scapula morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0003141,http://purl.obolibrary.org/obo/MP_0000182,Increased LDL cholesterol concentration (HPO),increased circulating LDL cholesterol level (MPO),logical
http://purl.obolibrary.org/obo/HP_0003233,http://purl.obolibrary.org/obo/MP_0000186,Decreased HDL cholesterol concentration (HPO),decreased circulating HDL cholesterol level (MPO),logical
http://purl.obolibrary.org/obo/HP_0001640,http://purl.obolibrary.org/obo/MP_0000274,Cardiomegaly (HPO),enlarged heart (MPO),logical
http://purl.obolibrary.org/obo/HP_0011994,http://purl.obolibrary.org/obo/MP_0000282,Abnormal atrial septum morphology (HPO),abnormal interatrial septum morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0100495,http://purl.obolibrary.org/obo/MP_0000324,Mastocytosis (HPO),increased mast cell number (MPO),logical
http://purl.obolibrary.org/obo/HP_0001006,http://purl.obolibrary.org/obo/MP_0000414,Hypotrichosis (HPO),alopecia (MPO),logical
http://purl.obolibrary.org/obo/HP_0040194,http://purl.obolibrary.org/obo/MP_0000434,Increased head circumference (HPO),megacephaly (MPO),logical
http://purl.obolibrary.org/obo/HP_0000248,http://purl.obolibrary.org/obo/MP_0000435,Brachycephaly (HPO),shortened head (MPO),logical
http://purl.obolibrary.org/obo/HP_0000327,http://purl.obolibrary.org/obo/MP_0000457,Hypoplasia of the maxilla (HPO),maxilla hypoplasia (MPO),logical
http://purl.obolibrary.org/obo/HP_0005815,http://purl.obolibrary.org/obo/MP_0000480,Supernumerary ribs (HPO),increased rib number (MPO),logical
http://purl.obolibrary.org/obo/HP_0010946,http://purl.obolibrary.org/obo/MP_0000519,Dilatation of the renal pelvis (HPO),hydronephrosis (MPO),logical
http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/MP_0000547,Disproportionate short-limb short stature (HPO),short limbs (MPO),logical
http://purl.obolibrary.org/obo/HP_0045009,http://purl.obolibrary.org/obo/MP_0000552,Abnormal morphology of the radius (HPO),abnormal radius morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0002992,http://purl.obolibrary.org/obo/MP_0000558,Abnormality of tibia morphology (HPO),abnormal tibia morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0002823,http://purl.obolibrary.org/obo/MP_0000559,Abnormality of femur morphology (HPO),abnormal femur morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0001883,http://purl.obolibrary.org/obo/MP_0000576,Talipes (HPO),clubfoot (MPO),logical
http://purl.obolibrary.org/obo/HP_0012681,http://purl.obolibrary.org/obo/MP_0000632,Abnormality of pineal morphology (HPO),abnormal pineal gland morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0011732,http://purl.obolibrary.org/obo/MP_0000639,Abnormality of adrenal morphology (HPO),abnormal adrenal gland morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0008711,http://purl.obolibrary.org/obo/MP_0000659,Benign prostatic hyperplasia (HPO),prostate gland hyperplasia (MPO),logical
http://purl.obolibrary.org/obo/HP_0040088,http://purl.obolibrary.org/obo/MP_0000717,Abnormal lymphocyte count (HPO),abnormal lymphocyte cell number (MPO),logical
http://purl.obolibrary.org/obo/HP_0005422,http://purl.obolibrary.org/obo/MP_0000727,Absence of CD8-positive T cells (HPO),"absent CD8-positive, alpha-beta T cells (MPO)",logical
http://purl.obolibrary.org/obo/HP_0001322,http://purl.obolibrary.org/obo/MP_0000774,obsolete Brain very small (HPO),decreased brain size (MPO),logical
http://purl.obolibrary.org/obo/HP_0100547,http://purl.obolibrary.org/obo/MP_0000783,Abnormality of forebrain morphology (HPO),abnormal forebrain morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0006872,http://purl.obolibrary.org/obo/MP_0000785,Cerebral hypoplasia (HPO),telencephalon hypoplasia (MPO),logical
http://purl.obolibrary.org/obo/HP_0006891,http://purl.obolibrary.org/obo/MP_0000789,Thick cerebral cortex (HPO),thickened cerebral cortex (MPO),logical
http://purl.obolibrary.org/obo/HP_0025100,http://purl.obolibrary.org/obo/MP_0000807,Abnormal morphology of the hippocampus (HPO),abnormal hippocampus morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0040327,http://purl.obolibrary.org/obo/MP_0000819,Abnormal morphology of the olfactory bulb (HPO),abnormal olfactory bulb morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0006956,http://purl.obolibrary.org/obo/MP_0000825,Dilation of lateral ventricles (HPO),dilated lateral ventricles (MPO),logical
http://purl.obolibrary.org/obo/HP_0011282,http://purl.obolibrary.org/obo/MP_0000841,Abnormality of hindbrain morphology (HPO),abnormal hindbrain morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0007027,http://purl.obolibrary.org/obo/MP_0000847,Poorly formed metencephalon (HPO),abnormal metencephalon morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0002335,http://purl.obolibrary.org/obo/MP_0000865,Agenesis of cerebellar vermis (HPO),absent cerebellum vermis (MPO),logical
http://purl.obolibrary.org/obo/HP_0001320,http://purl.obolibrary.org/obo/MP_0000866,Cerebellar vermis hypoplasia (HPO),cerebellum vermis hypoplasia (MPO),logical
http://purl.obolibrary.org/obo/HP_0002450,http://purl.obolibrary.org/obo/MP_0000937,Abnormal motor neuron morphology (HPO),abnormal motor neuron morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0002398,http://purl.obolibrary.org/obo/MP_0000938,Degeneration of anterior horn cells (HPO),motor neuron degeneration (MPO),logical
http://purl.obolibrary.org/obo/HP_0025028,http://purl.obolibrary.org/obo/MP_0001044,Abnormality of enteric nervous system morphology (HPO),abnormal enteric nervous system morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0010824,http://purl.obolibrary.org/obo/MP_0001065,Abnormal fifth cranial nerve morphology (HPO),abnormal trigeminal nerve morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_3000047,http://purl.obolibrary.org/obo/MP_0001073,Abnormal glossopharyngeal nerve morphology (HPO),abnormal glossopharyngeal nerve morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0010791,http://purl.obolibrary.org/obo/MP_0001152,Hyperplasia of the Leydig cells (HPO),Leydig cell hyperplasia (MPO),logical
http://purl.obolibrary.org/obo/HP_0011124,http://purl.obolibrary.org/obo/MP_0001216,Abnormality of epidermal morphology (HPO),abnormal epidermal layer morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0000962,http://purl.obolibrary.org/obo/MP_0001219,Hyperkeratosis (HPO),thick epidermis (MPO),logical
http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/MP_0001253,Abnormality of body height (HPO),abnormal body height (MPO),logical
http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/MP_0001259,Abnormality of body weight (HPO),abnormal body weight (MPO),logical
http://purl.obolibrary.org/obo/HP_0100625,http://purl.obolibrary.org/obo/MP_0001267,Enlarged thorax (HPO),enlarged chest (MPO),logical
http://purl.obolibrary.org/obo/HP_0000525,http://purl.obolibrary.org/obo/MP_0001322,Abnormality iris morphology (HPO),abnormal iris morphology (MPO),logical
